parameter_id,M-G-P_005_001_004
analysis_id,1m7w2vynywy33wi
pvalue,0.2607727
gene_symbol,Snap23
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:109356
mouse_life_stage,Early adult
mouse_strain,C57BL
