parameter_id,IMPC_IPG_010_001
mouse_strain,C57BL
gene_symbol,Rgs20
mouse_life_stage,Early adult
gene_accession_id,MGI:1929866
parameter_name,Fasted blood glucose concentration
pvalue,0.5234873
analysis_id,284t79lho14g82j
