parameter_id,IMPC_HEM_008_001
parameter_name,Platelet count
analysis_id,807p75707g4348r
gene_accession_id,MGI:95457
gene_symbol,Mecom
pvalue,0.3666739
mouse_life_stage,Early adult
mouse_strain,C3H
