parameter_id,MGP_BMI_014_001
analysis_id,2f2b0zutj07r1x2
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1920344
pvalue,0.965847
gene_symbol,Sgip1
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
