parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_name,BMC/Body weight
analysis_id,4g0jzso376h509n
gene_symbol,Nanp
pvalue,0.2083578
gene_accession_id,MGI:1914561
