gene_symbol,Galnt13
analysis_id,p0g68d2m978i573
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
pvalue,1.119739
parameter_id,IMPC_ACS_035_001
parameter_name,% Pre-pulse inhibition - PPI3
mouse_strain,C57BL
