gene_symbol,Abo
mouse_life_stage,Early adult
parameter_id,IMPC_HEM_002_001
analysis_id,74q9xdl2h0lg6ms
gene_accession_id,MGI:2135738
pvalue,0.5990945
parameter_name,Red blood cell count
mouse_strain,C57BL
