parameter_id,IMPC_ECH_005_001
pvalue,0.4182526
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1917810
gene_symbol,Wars2
parameter_name,Fractional Shortening
analysis_id,06p54l4n81fpjx9
