gene_symbol,Bmi1
analysis_id,7zepb31t12t62qh
parameter_id,IMPC_DXA_002_001
gene_accession_id,MGI:88174
mouse_life_stage,Early adult
parameter_name,Fat mass
mouse_strain,C57BL
pvalue,0.5581571
