gene_symbol,Hpca
pvalue,0.6095144
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_strain,C57BL
analysis_id,m959ru45ubok6bu
mouse_life_stage,Early adult
gene_accession_id,MGI:1336200
parameter_id,MGP_IMM_081_001
