gene_symbol,Rab13
analysis_id,dc9h243c2egjcm2
pvalue,0.508791
parameter_id,IMPC_IMM_067_001
mouse_strain,C57BL
parameter_name,Follicular B Cells (CD21/35+)
mouse_life_stage,Early adult
gene_accession_id,MGI:1927232
