parameter_id,IMPC_OFD_017_001
gene_symbol,Atg4c
mouse_life_stage,Early adult
gene_accession_id,MGI:2651854
mouse_strain,C57BL
pvalue,0.2226903
parameter_name,Center average speed
analysis_id,2q0i16r5o1759m4
