gene_symbol,Kif24
analysis_id,249036bfj5i0p54
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
parameter_id,JAXLA_CSD_021_001
gene_accession_id,MGI:1918345
mouse_strain,C57BL
pvalue,0.18946
