gene_symbol,Frmpd1
mouse_life_stage,Early adult
analysis_id,z58ud3c40v5g206
parameter_id,JAX_LDT_008_001
parameter_name,Percent time in dark
mouse_strain,C57BL
gene_accession_id,MGI:2446274
pvalue,0.4469317
