parameter_id,HMGULA_CBC_003_001
gene_accession_id,MGI:3522699
mouse_strain,C57BL
parameter_name,Chloride
pvalue,0.08851584
mouse_life_stage,Early adult
gene_symbol,Trpa1
analysis_id,vmvqy71p4984075
