gene_symbol,Dnajc6
parameter_id,JAX_LDT_008_001
mouse_life_stage,Early adult
analysis_id,m47e212wh7953ka
pvalue,0.1645286
gene_accession_id,MGI:1919935
parameter_name,Percent time in dark
mouse_strain,C57BL
