parameter_name,Whole arena resting time
pvalue,0.07525282
analysis_id,z197363i8dkm51y
gene_accession_id,MGI:2685053
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ntmt2
parameter_id,IMPC_OFD_007_001
