mouse_life_stage,E18.5
pvalue,0.1788669
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:88446
analysis_id,117vt6cx69m7t2i
gene_symbol,Col11a1
mouse_strain,C57BL
parameter_name,Weight
