parameter_name,BMC/Body weight
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:3522699
pvalue,0.9868403
analysis_id,0afore79p9h77un
gene_symbol,Trpa1
mouse_strain,C57BL
