gene_accession_id,MGI:1919935
parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
gene_symbol,Dnajc6
pvalue,0.08802586
mouse_life_stage,Early adult
analysis_id,l8wk2031hrenh0l
mouse_strain,C57BL
