parameter_name,Embryo Size
gene_accession_id,MGI:2684980
parameter_id,IMPC_GEO_019_001
gene_symbol,Mms22l
pvalue,0.8625736
mouse_life_stage,Early adult
analysis_id,qcta2g5dmc2bau5
mouse_strain,C57BL
