gene_symbol,WARS2
analysis_id,61i072z510n43b9
parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:1917810
parameter_name,Coat - hair texture / appearance - abdomen
pvalue,0.8808534
mouse_strain,C57BL
mouse_life_stage,Early adult
