gene_symbol,Med22
mouse_life_stage,Early adult
gene_accession_id,MGI:98446
mouse_strain,C57BL
analysis_id,297w8k86y95l352
parameter_id,IMPC_CBC_004_001
pvalue,0.3922627
parameter_name,Urea (Blood Urea Nitrogen - BUN)
