gene_symbol,Fgb
parameter_id,IMPC_CSD_069_001
mouse_life_stage,E15.5
analysis_id,o6c0jijv53osi03
pvalue,0.05453242
gene_accession_id,MGI:99501
parameter_name,Upper teeth appearance
mouse_strain,C57BL
