gene_symbol,Ninl
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1925427
analysis_id,7o4992y70lq32pa
pvalue,0.5768987
parameter_name,Cleft palate
parameter_id,IMPC_GEP_076_001
