gene_symbol,Secisbp2l
mouse_life_stage,Late adult
parameter_id,IMPC_ABR_002_001
pvalue,0.6352381
mouse_strain,C57BL
gene_accession_id,MGI:1917604
analysis_id,k76p0czh9du57ic
parameter_name,Click-evoked ABR threshold
