gene_symbol,Slc2a8
parameter_name,Coat - color pattern - back
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
pvalue,0.4867811
analysis_id,460p00kzxqvz245
parameter_id,IMPC_CSD_008_001
mouse_strain,C57BL
