gene_symbol,Secisbp2l
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_name,Periphery distance travelled
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_007_001_006
pvalue,0.3953192
analysis_id,05mat3rzo7r7yk1
