parameter_id,IMPC_GEP_076_001
analysis_id,5rd3z0pyfpvki1n
mouse_strain,C57BL
pvalue,0.2137748
mouse_life_stage,Early adult
gene_symbol,Extl1
gene_accession_id,MGI:1888742
parameter_name,Cleft palate
