parameter_name,Heart weight
mouse_strain,C57BL
analysis_id,w0i7hd59ex088w3
pvalue,0.05923508
parameter_id,IMPC_HWT_008_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1922082
gene_symbol,Slc45a3
