gene_symbol,Ubxn4
pvalue,0.9964536
analysis_id,9h02l4ga439e001
mouse_life_stage,Late adult
parameter_id,IMPC_EYE_092_002
mouse_strain,C57BL
parameter_name,Retina (combined)
gene_accession_id,MGI:1915062
