parameter_name,Eye
gene_accession_id,MGI:1914071
analysis_id,95cceq23w22k89q
parameter_id,M-G-P_013_001_001
pvalue,0.3232851
mouse_life_stage,E9.5
gene_symbol,Bcs1l
mouse_strain,C57BL
