parameter_id,IMPC_XRY_033_001
pvalue,0.5319679
parameter_name,Tibia length
mouse_life_stage,Early adult
gene_symbol,Cpa3
gene_accession_id,MGI:88479
mouse_strain,C57BL
analysis_id,g9cxq6s8b4e65v5
