gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_name,Eye
analysis_id,038iwh2eg9252tw
mouse_life_stage,E15.5
parameter_id,M-G-P_013_001_001
pvalue,0.09110386
mouse_strain,C57BL
