gene_symbol,Snap23
pvalue,0.1682699
mouse_strain,C57BL
parameter_name,Coat - color - abdomen
mouse_life_stage,Early adult
analysis_id,u5z8i84l3v04kbv
gene_accession_id,MGI:109356
parameter_id,IMPC_CSD_007_001
