parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
gene_symbol,Rgs20
gene_accession_id,MGI:1929866
parameter_name,Creatinine
analysis_id,f2359u9500990a2
pvalue,0.9128411
mouse_life_stage,Early adult
