gene_symbol,Cldn19
mouse_strain,C57BL
analysis_id,zq98wc092e8b601
parameter_name,Head morphology
gene_accession_id,MGI:3033992
mouse_life_stage,Early adult
pvalue,0.4691341
parameter_id,MGP_CSD_064_001
