mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
pvalue,0.8699419
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD45+
analysis_id,9jh0qen4eq2oup6
gene_symbol,Bcs1l
parameter_id,MGP_MLN_074_001
