parameter_id,M-G-P_007_001_008
mouse_life_stage,Early adult
analysis_id,8q1snf2u6lmi2k4
gene_accession_id,MGI:2684980
gene_symbol,Mms22l
pvalue,0.7017822
mouse_strain,C57BL
parameter_name,Periphery - Permanence Time
