parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
parameter_id,IMPC_ABR_006_001
analysis_id,48nxeoku2hrv38i
pvalue,0.2646515
mouse_life_stage,Early adult
gene_symbol,Ufc1
gene_accession_id,MGI:1913405
