parameter_name,Startle response
pvalue,0.1618955
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,HMGULA_SHI_009_001
gene_symbol,Atf3
gene_accession_id,MGI:109384
analysis_id,l8z24lff6vc6f0i
