gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.1619327
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
parameter_name,Neural tube morphology
parameter_id,IMPC_GEL_060_001
analysis_id,yj7tx18c3tqq6or
