gene_symbol,Mapkap1
mouse_life_stage,Early adult
parameter_name,Delayed embryonic development
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.1671644
parameter_id,IMPC_GEL_063_001
analysis_id,715fuol57zehdxy
