parameter_name,Distance travelled - total
mouse_strain,C57BL
gene_accession_id,MGI:88328
parameter_id,IMPC_OFD_020_001
mouse_life_stage,Early adult
gene_symbol,Tnfsf8
pvalue,0.5721831
analysis_id,u2pl8ro3zv07lv0
