parameter_id,IMPC_ECG_028_001
analysis_id,6u87e14rb1h307c
pvalue,0.4491565
mouse_strain,C57BL
gene_symbol,Dnaaf9
mouse_life_stage,Early adult
parameter_name,QT
gene_accession_id,MGI:1923029
