parameter_id,IMPC_XRY_067_001
gene_symbol,Wars2
mouse_life_stage,Early adult
parameter_name,Caudal processes
gene_accession_id,MGI:1917810
analysis_id,76g6at14r7nl77s
pvalue,0.8786965
mouse_strain,C57BL
