parameter_id,IMPC_GEL_011_001
mouse_life_stage,Early adult
analysis_id,111h0vpdl0731t7
pvalue,0.5314375
gene_accession_id,MGI:2385884
parameter_name,Embryo turning
mouse_strain,C57BL
gene_symbol,Ddx27
