mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,17822plb4y0lfc6
parameter_name,Ly6Clow monocyte number
parameter_id,MGP_PBI_038_001
pvalue,0.3914931
