gene_symbol,Eprs1
parameter_name,Number of centre entries
gene_accession_id,MGI:97838
mouse_strain,C57BL
pvalue,0.9515474
parameter_id,ESLIM_007_001_015
mouse_life_stage,E9.5
analysis_id,9t84u6t62zp9rho
