gene_symbol,Eprs1
mouse_strain,C57BL
parameter_name,Thyroxine
analysis_id,1n3o91na361979e
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
pvalue,0.738948
parameter_id,IMPC_CBC_053_001
