parameter_name,Skull shape
mouse_strain,C57BL
parameter_id,IMPC_XRY_001_001
mouse_life_stage,Early adult
gene_symbol,Secisbp2l
analysis_id,txv8k33519z7kol
pvalue,0.7496124
gene_accession_id,MGI:1917604
