parameter_id,IMPC_GEP_084_001
gene_symbol,Fgb
analysis_id,0in83err6pzj150
parameter_name,Limb morphology
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.4645763
