gene_symbol,Col6a3
mouse_strain,C57BL
parameter_name,Hindlimb nail - number
analysis_id,892hwn2rk154y88
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
parameter_id,IMPC_CSD_051_002
pvalue,0.4585282
