gene_symbol,Nucks1
gene_accession_id,MGI:1934811
parameter_name,Body position
pvalue,0.3146032
parameter_id,ESLIM_008_001_001
analysis_id,gdfp093k6x40qmf
mouse_strain,C57BL
mouse_life_stage,Late adult
