parameter_name,12kHz-evoked ABR Threshold
gene_symbol,Atf3
mouse_strain,C57BL
gene_accession_id,MGI:109384
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_006_001
pvalue,0.8232721
analysis_id,qck20r424494gg8
