parameter_id,M-G-P_005_001_001
pvalue,0.8302957
gene_symbol,Cldn19
analysis_id,zry471lz00r60o1
parameter_name,Weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:3033992
