parameter_id,IMPC_DXA_004_001
analysis_id,8q1k1n986s48q03
pvalue,0.9011972
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Mapkap1
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
