gene_accession_id,MGI:1344367
gene_symbol,Grem2
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,HMGULA_CBC_018_001
pvalue,0.6633954
parameter_name,Glucose
analysis_id,ccf4w5vrqmp8404
