parameter_id,IMPC_EYE_059_001
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
mouse_life_stage,Early adult
mouse_strain,129SV
analysis_id,008bv62moi37foo
parameter_name,Mean right eye lens density
pvalue,0.1840158
