gene_symbol,Bpifa3
parameter_id,MGP_MLN_014_001
pvalue,0.4473647
mouse_life_stage,Early adult
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
gene_accession_id,MGI:1920638
analysis_id,5ys9vj8wb8727bj
