mouse_life_stage,E9.5
gene_symbol,Eprs1
analysis_id,ez0835y91w4xd8c
parameter_id,IMPC_DXA_004_001
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:97838
pvalue,0.2005027
