gene_symbol,Arpc5l
pvalue,0.6780444
parameter_name,Global prepulse inhibition
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1921442
parameter_id,ESLIM_011_001_705
analysis_id,u604fj0m12w6s4m
