parameter_name,Whole arena average speed
analysis_id,ba7l1cet2e2jzq2
gene_accession_id,MGI:1918025
gene_symbol,Zmynd8
parameter_id,JAX_OFD_009_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.06513325
