parameter_id,IMPC_DXA_003_001
analysis_id,enkdr23qds90ij8
gene_accession_id,MGI:2444554
pvalue,0.2030619
mouse_strain,C57BL
parameter_name,Lean mass
gene_symbol,Mapkap1
mouse_life_stage,E15.5
